time,type,id,x,y,z
1.409999,attacker,0,1760.359131,3496.804688,308.392914
1.409999,defender,8,3165.403564,2520.386963,315.086975
1.419999,attacker,0,1761.391602,3496.087158,310.562469
1.419999,defender,8,3157.408936,2525.942627,317.319885
1.429999,attacker,0,1762.424438,3495.369385,312.731842
1.429999,defender,8,3149.414551,2531.498291,319.553070
1.439999,attacker,0,1763.457642,3494.651367,314.901031
1.439999,defender,8,3141.420166,2537.053711,321.786530
1.449999,attacker,0,1764.491211,3493.933105,317.070068
1.449999,defender,8,3133.426025,2542.609131,324.020233
1.459999,attacker,0,1765.525146,3493.214600,319.238922
1.459999,defender,8,3125.431885,2548.164551,326.254211
1.469999,attacker,0,1766.559448,3492.495850,321.407593
1.469999,defender,8,3117.437988,2553.719727,328.488434
1.479999,attacker,0,1767.593994,3491.776855,323.576080
1.479999,defender,8,3109.444092,2559.274902,330.722931
1.489999,attacker,0,1768.628906,3491.057617,325.744385
1.489999,defender,8,3101.450439,2564.830078,332.957703
1.499999,attacker,0,1769.664185,3490.338135,327.912506
1.499999,defender,8,3093.456787,2570.385010,335.192719
1.509999,attacker,0,1770.699829,3489.618408,330.080475
1.509999,defender,8,3085.463379,2575.939941,337.428009
1.519999,attacker,0,1771.735840,3488.898438,332.248260
1.519999,defender,8,3077.469971,2581.494873,339.663544
1.529999,attacker,0,1772.772217,3488.178223,334.415863
1.529999,defender,8,3069.476807,2587.049561,341.899353
1.539999,attacker,0,1773.808960,3487.457764,336.583282
1.539999,defender,8,3061.483643,2592.604248,344.135437
1.549999,attacker,0,1774.846069,3486.737061,338.750519
1.549999,defender,8,3053.490723,2598.158936,346.371765
1.559999,attacker,0,1775.883545,3486.016113,340.917603
1.559999,defender,8,3045.497803,2603.713379,348.608368
1.569999,attacker,0,1776.921387,3485.294922,343.084503
1.569999,defender,8,3037.505127,2609.267822,350.845215
1.579999,attacker,0,1777.959595,3484.573486,345.251221
1.579999,defender,8,3029.512451,2614.822266,353.082336
1.589999,attacker,0,1778.998169,3483.851807,347.417755
1.589999,defender,8,3021.520020,2620.376465,355.319733
1.599999,attacker,0,1780.037109,3483.129883,349.584106
1.599999,defender,8,3013.527588,2625.930664,357.557373
1.609999,attacker,0,1781.076294,3482.407715,351.750275
1.609999,defender,8,3005.535156,2631.484863,359.795288
1.619999,attacker,0,1782.115845,3481.685303,353.916290
1.619999,defender,8,2997.542969,2637.039062,362.033447
1.629999,attacker,0,1783.155762,3480.962646,356.082123
1.629999,defender,8,2989.550781,2642.593018,364.271881
1.639999,attacker,0,1784.196045,3480.239746,358.247772
1.639999,defender,8,2981.558838,2648.146973,366.510590
1.649999,attacker,0,1785.236694,3479.516602,360.413239
1.649999,defender,8,2973.566895,2653.700928,368.749542
1.659999,attacker,0,1786.277710,3478.793213,362.578522
1.659999,defender,8,2965.575195,2659.254639,370.988770
1.669999,attacker,0,1787.319092,3478.069580,364.743652
1.669999,defender,8,2957.583496,2664.808350,373.228241
1.679999,attacker,0,1788.360840,3477.345703,366.908600
1.679999,defender,8,2949.592041,2670.362061,375.467987
1.689999,attacker,0,1789.402954,3476.621582,369.073364
1.689999,defender,8,2941.600586,2675.915527,377.708008
1.699999,attacker,0,1790.445435,3475.897217,371.237946
1.699999,defender,8,2933.609375,2681.468994,379.948273
1.709999,attacker,0,1791.488281,3475.172607,373.402344
1.709999,defender,8,2925.618164,2687.022461,382.188812
1.719999,attacker,0,1792.531494,3474.447754,375.566589
