t,x,y,z,id,type
53.60,11777.9,13057.8,1542.4,6,def
53.80,676.0,8897.0,13.2,4,atk
53.80,11777.9,13057.8,1526.1,6,def
54.00,11777.9,13057.8,1509.4,6,def
54.20,11777.9,13057.8,1492.4,6,def
54.40,11777.9,13057.8,1474.9,6,def
54.60,11777.9,13057.8,1457.1,6,def
54.80,11777.9,13057.8,1438.9,6,def
55.00,11777.9,13057.8,1420.3,6,def
55.20,11777.9,13057.8,1401.2,6,def
55.40,11777.9,13057.8,1381.8,6,def
55.60,11777.9,13057.8,1362.0,6,def
55.80,11777.9,13057.8,1341.9,6,def
56.00,11777.9,13057.8,1321.3,6,def
56.20,11777.9,13057.8,1300.3,6,def
56.40,11777.9,13057.8,1278.9,6,def
56.60,11777.9,13057.8,1257.2,6,def
56.80,11777.9,13057.8,1235.0,6,def
57.00,11777.9,13057.8,1212.5,6,def
57.20,11777.9,13057.8,1189.5,6,def
57.40,11777.9,13057.8,1166.2,6,def
57.60,11777.9,13057.8,1142.5,6,def
57.80,11777.9,13057.8,1118.4,6,def
58.00,11777.9,13057.8,1093.9,6,def
58.20,11777.9,13057.8,1069.0,6,def
58.40,11777.9,13057.8,1043.7,6,def
58.60,11777.9,13057.8,1018.0,6,def
58.80,11777.9,13057.8,991.9,6,def
59.00,11777.9,13057.8,965.5,6,def
59.20,11777.9,13057.8,938.6,6,def
59.40,11777.9,13057.8,911.4,6,def
59.60,11777.9,13057.8,883.7,6,def
59.80,11777.9,13057.8,855.7,6,def
60.00,11777.9,13057.8,827.2,6,def
60.20,11777.9,13057.8,798.4,6,def
60.40,11777.9,13057.8,769.2,6,def
60.60,11777.9,13057.8,739.6,6,def
60.80,11777.9,13057.8,709.6,6,def
61.00,11777.9,13057.8,679.2,6,def
61.20,11777.9,13057.8,648.4,6,def
61.40,11777.9,13057.8,617.3,6,def
61.60,11777.9,13057.8,585.7,6,def
61.80,11777.9,13057.8,553.7,6,def
62.00,11777.9,13057.8,521.4,6,def
62.20,11777.9,13057.8,488.6,6,def
62.40,11777.9,13057.8,455.5,6,def
62.60,11777.9,13057.8,422.0,6,def
62.80,11777.9,13057.8,388.0,6,def
63.00,11777.9,13057.8,353.7,6,def
63.20,11777.9,13057.8,319.0,6,def
63.40,11777.9,13057.8,283.9,6,def
63.60,11777.9,13057.8,248.4,6,def
63.80,11777.9,13057.8,212.5,6,def
64.00,11777.9,13057.8,176.3,6,def
64.20,11777.9,13057.8,139.6,6,def
64.40,11777.9,13057.8,102.5,6,def
64.60,11777.9,13057.8,65.1,6,def
64.80,11777.9,13057.8,27.2,6,def
